rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
69,Shell,movies-for-hackers,9688,882,Shell,https://github.com/k4m4/movies-for-hackers,k4m4,50,2022-12-11T22:54:37Z,🎬 A curated list of movies every hacker & cyberpunk must watch.
70,Shell,YubiKey-Guide,9675,1040,Shell,https://github.com/drduh/YubiKey-Guide,drduh,22,2023-06-12T22:18:59Z,Guide to using YubiKey for GPG and SSH
71,Shell,tpm,9549,354,Shell,https://github.com/tmux-plugins/tpm,tmux-plugins,74,2023-04-30T10:53:16Z,Tmux Plugin Manager
72,Shell,oh-my-fish,9484,841,Shell,https://github.com/oh-my-fish/oh-my-fish,oh-my-fish,75,2023-02-13T03:38:34Z,The Fish Shell Framework
73,Shell,m-cli,9364,313,Shell,https://github.com/rgcr/m-cli,rgcr,21,2023-02-13T18:11:36Z, Swiss Army Knife for macOS 
74,Shell,v2ray-agent,9264,3812,Shell,https://github.com/mack-a/v2ray-agent,mack-a,2,2023-06-12T06:49:17Z,VLESS(TCP_Vision、Reality、gRPC、WS)、VMess(WS)、Trojan(TCP、gRPC)、Hysteria、八合一共存脚本
75,Shell,kubeasz,9177,3265,Shell,https://github.com/easzlab/kubeasz,easzlab,14,2023-06-10T13:19:49Z,使用Ansible脚本安装K8S集群，介绍组件交互原理，方便直接，不受国内网络环境影响
76,Shell,JetBrainsMono,9073,272,Shell,https://github.com/JetBrains/JetBrainsMono,JetBrains,104,2023-03-14T16:05:20Z,JetBrains Mono – the free and open-source typeface for developers
77,Shell,perf-tools,9046,1565,Shell,https://github.com/brendangregg/perf-tools,brendangregg,34,2022-08-12T19:31:40Z,Performance analysis tools based on Linux perf_events (aka perf) and ftrace
78,Shell,jsproxy,9045,3616,Shell,https://github.com/EtherDream/jsproxy,EtherDream,178,2023-03-17T04:44:24Z,
79,Shell,spinnaker,8936,1193,Shell,https://github.com/spinnaker/spinnaker,spinnaker,154,2023-04-10T15:16:09Z,"Spinnaker is an open source, multi-cloud continuous delivery platform for releasing software changes with high velocity and confidence."
80,Shell,Xray_onekey,8855,3739,Shell,https://github.com/wulabing/Xray_onekey,wulabing,30,2023-04-11T02:27:54Z,Xray 基于 Nginx 的 VLESS + XTLS 一键安装脚本 
81,Shell,Xray_onekey,8855,3739,Shell,https://github.com/wulabing/Xray_onekey,wulabing,30,2023-04-11T02:27:54Z,Xray 基于 Nginx 的 VLESS + XTLS 一键安装脚本 
82,Shell,super-linter,8785,1017,Shell,https://github.com/super-linter/super-linter,super-linter,51,2023-06-12T20:23:05Z,Combination of multiple linters to install as a GitHub Action
83,Shell,oss-fuzz,8725,1916,Shell,https://github.com/google/oss-fuzz,google,216,2023-06-13T09:01:17Z,OSS-Fuzz - continuous fuzzing for open source software.
84,Shell,baseimage-docker,8709,1102,Shell,https://github.com/phusion/baseimage-docker,phusion,4,2023-03-24T01:44:48Z,A minimal Ubuntu base image modified for Docker-friendliness
85,Shell,babun,8665,578,Shell,https://github.com/babun/babun,babun,384,2019-06-11T15:45:50Z,Babun - a Windows shell you will love!
86,Shell,gvm,8526,466,Shell,https://github.com/moovweb/gvm,moovweb,147,2023-04-05T20:54:24Z,Go Version Manager
87,Shell,caffe2,8409,1998,Shell,https://github.com/facebookarchive/caffe2,facebookarchive,580,2023-02-07T16:51:06Z,"Caffe2 is a lightweight, modular, and scalable deep learning framework."
88,Shell,docker-bench-security,8394,968,Shell,https://github.com/docker/docker-bench-security,docker,12,2023-06-02T22:18:34Z,The Docker Bench for Security is a script that checks for dozens of common best-practices around deploying Docker containers in production.
89,Shell,laptop,8384,1924,Shell,https://github.com/thoughtbot/laptop,thoughtbot,0,2023-06-08T16:59:16Z,A shell script to set up a macOS laptop for web and mobile development.
90,Shell,crouton,8373,1241,Shell,https://github.com/dnschneid/crouton,dnschneid,97,2023-05-03T10:21:16Z,Chromium OS Universal Chroot Environment
91,Shell,boot2docker,8370,1324,Shell,https://github.com/boot2docker/boot2docker,boot2docker,326,2020-06-30T17:55:50Z,DEPRECATED; see https://github.com/boot2docker/boot2docker/pull/1408
92,Shell,my-arsenal-of-aws-security-tools,8225,1414,Shell,https://github.com/toniblyx/my-arsenal-of-aws-security-tools,toniblyx,1,2023-05-12T09:00:12Z,"List of open source tools for AWS security: defensive, offensive, auditing, DFIR, etc."
93,Shell,docker-openvpn,8150,2266,Shell,https://github.com/kylemanna/docker-openvpn,kylemanna,256,2023-04-27T19:56:30Z,🔒 OpenVPN server in a Docker container complete with an EasyRSA PKI CA
94,Shell,Linux-Tutorial,8097,2476,Shell,https://github.com/judasn/Linux-Tutorial,judasn,8,2022-06-11T07:40:03Z,《Java 程序员眼中的 Linux》
95,Shell,Hackintosh,7940,1027,Shell,https://github.com/daliansky/Hackintosh,daliansky,0,2023-05-23T07:53:25Z,Hackintosh long-term maintenance model EFI and installation tutorial
96,Shell,shadowsocks_install,7866,4665,Shell,https://github.com/teddysun/shadowsocks_install,teddysun,0,2022-12-18T00:48:56Z,Auto Install Shadowsocks Server for CentOS/Debian/Ubuntu
97,Shell,paperwork,7854,687,Shell,https://github.com/paperwork/paperwork,paperwork,32,2022-07-10T16:38:15Z,"Paperwork - OpenSource note-taking & archiving alternative to Evernote, Microsoft OneNote & Google Keep"
98,Shell,dotfiles,7658,1876,Shell,https://github.com/thoughtbot/dotfiles,thoughtbot,9,2023-06-12T12:34:55Z,"A set of vim, zsh, git, and tmux configuration files."
99,Shell,one-key-hidpi,7630,941,Shell,https://github.com/xzhih/one-key-hidpi,xzhih,71,2023-01-17T17:46:24Z,Enable macOS HiDPI and have a native setting.
100,Shell,antigen,7600,292,Shell,https://github.com/zsh-users/antigen,zsh-users,80,2022-08-01T05:25:35Z,The plugin manager for zsh.
1,Swift,awesome-ios,43084,6792,Swift,https://github.com/vsouza/awesome-ios,vsouza,0,2023-06-05T14:34:41Z,"A curated list of awesome iOS ecosystem, including Objective-C and Swift Projects "
2,Swift,Alamofire,39432,7470,Swift,https://github.com/Alamofire/Alamofire,Alamofire,39,2023-06-06T16:16:58Z,Elegant HTTP Networking in Swift
3,Swift,iina,33469,2416,Swift,https://github.com/iina/iina,iina,1521,2023-06-09T22:15:28Z,The modern video player for macOS.
4,Swift,ShadowsocksX-NG,31506,8008,Swift,https://github.com/shadowsocks/ShadowsocksX-NG,shadowsocks,290,2023-03-29T02:14:51Z,Next Generation of ShadowsocksX
5,Swift,swift-algorithm-club,27765,4932,Swift,https://github.com/kodecocodes/swift-algorithm-club,kodecocodes,30,2023-05-05T11:46:46Z,"Algorithms and data structures in Swift, with explanations!"
6,Swift,Charts,26762,5883,Swift,https://github.com/danielgindi/Charts,danielgindi,806,2023-06-08T20:57:29Z,Beautiful charts for iOS/tvOS/OSX! The Apple side of the crossplatform MPAndroidChart.
7,Swift,clashX,26056,3166,Swift,https://github.com/yichengchen/clashX,yichengchen,0,2023-06-12T09:07:16Z,
8,Swift,lottie-ios,24104,3512,Swift,https://github.com/airbnb/lottie-ios,airbnb,23,2023-06-09T14:37:56Z,An iOS library to natively render After Effects vector animations
9,Swift,RxSwift,23372,4083,Swift,https://github.com/ReactiveX/RxSwift,ReactiveX,17,2023-06-08T08:25:15Z,Reactive Programming in Swift
10,Swift,vapor,22912,1416,Swift,https://github.com/vapor/vapor,vapor,95,2023-06-09T10:43:12Z,💧 A server-side Swift HTTP web framework.
11,Swift,MonitorControl,22324,694,Swift,https://github.com/MonitorControl/MonitorControl,MonitorControl,56,2023-05-24T08:06:42Z,🖥 Control your display's brightness & volume on your Mac as if it was a native Apple Display. Use Apple Keyboard keys or custom shortcuts. Shows the native macOS OSDs.
12,Swift,SwiftyJSON,21972,3404,Swift,https://github.com/SwiftyJSON/SwiftyJSON,SwiftyJSON,109,2023-04-06T12:37:50Z,The better way to deal with JSON data in Swift.
13,Swift,Hero,21447,1717,Swift,https://github.com/HeroTransitions/Hero,HeroTransitions,35,2022-10-06T05:20:53Z,Elegant transition library for iOS & tvOS
14,Swift,Rectangle,21420,615,Swift,https://github.com/rxhanson/Rectangle,rxhanson,73,2023-06-10T11:38:12Z,Move and resize windows on macOS with keyboard shortcuts and snap areas
15,Swift,Kingfisher,21346,2418,Swift,https://github.com/onevcat/Kingfisher,onevcat,99,2023-06-12T15:52:27Z,"A lightweight, pure-Swift library for downloading and caching images from the web."
16,Swift,Aerial,20549,1053,Swift,https://github.com/JohnCoates/Aerial,JohnCoates,62,2023-06-08T14:06:28Z,Apple TV Aerial Screensaver for Mac
17,Swift,ReactiveCocoa,19966,3558,Swift,https://github.com/ReactiveCocoa/ReactiveCocoa,ReactiveCocoa,3,2023-04-18T21:28:28Z,Cocoa framework and Obj-C dynamism bindings for ReactiveSwift.
18,Swift,UTM,19451,1090,Swift,https://github.com/utmapp/UTM,utmapp,538,2023-06-11T14:08:28Z,Virtual machines for iOS and macOS
19,Swift,SnapKit,19362,1945,Swift,https://github.com/SnapKit/SnapKit,SnapKit,83,2022-11-01T03:19:33Z,A Swift Autolayout DSL for iOS & OS X
20,Swift,SwiftLint,17442,2132,Swift,https://github.com/realm/SwiftLint,realm,336,2023-06-12T21:54:19Z,A tool to enforce Swift style and conventions.
21,Swift,CodeEdit,17388,828,Swift,https://github.com/CodeEditApp/CodeEdit,CodeEditApp,149,2023-06-13T05:11:31Z,"CodeEdit App for macOS – Elevate your code editing experience. Open source, free forever."
22,Swift,stats,16543,580,Swift,https://github.com/exelban/stats,exelban,6,2023-06-12T16:00:49Z,macOS system monitor in your menu bar
23,Swift,IQKeyboardManager,16064,2378,Swift,https://github.com/hackiftekhar/IQKeyboardManager,hackiftekhar,58,2023-04-07T14:02:46Z,Codeless drop-in universal library allows to prevent issues of keyboard sliding up and cover UITextField/UITextView. Neither need to write any code nor any setup required and much more.
24,Swift,SwiftGuide,15866,3617,Swift,https://github.com/ipader/SwiftGuide,ipader,0,2023-04-05T09:09:08Z,Swift Featured Projects in brain Mapping
25,Swift,OpenEmu,14992,1267,Swift,https://github.com/OpenEmu/OpenEmu,OpenEmu,283,2023-06-12T01:31:04Z,🕹 Retro video game emulation for macOS
26,Swift,Carthage,14809,1620,Swift,https://github.com/Carthage/Carthage,Carthage,176,2023-04-18T07:23:42Z,"A simple, decentralized dependency manager for Cocoa"
27,Swift,Moya,14594,1942,Swift,https://github.com/Moya/Moya,Moya,134,2023-06-08T08:55:01Z,Network abstraction layer written in Swift.
28,Swift,Design-Patterns-In-Swift,14250,1688,Swift,https://github.com/ochococo/Design-Patterns-In-Swift,ochococo,5,2023-05-18T22:01:19Z,📖 Design Patterns implemented in Swift 5.0
29,Swift,PromiseKit,14089,1482,Swift,https://github.com/mxcl/PromiseKit,mxcl,13,2023-06-05T22:26:46Z,Promises for Swift & ObjC.
30,Swift,Spring,14037,1832,Swift,https://github.com/MengTo/Spring,MengTo,131,2022-04-12T15:38:16Z,A library to simplify iOS animations in Swift.
31,Swift,Perfect,13855,970,Swift,https://github.com/PerfectlySoft/Perfect,PerfectlySoft,53,2023-05-29T01:14:50Z,"Server-side Swift. The Perfect core toolset and framework for Swift Developers. (For mobile back-end development, website and API development, and more…)"
32,Swift,Amethyst,12904,455,Swift,https://github.com/ianyh/Amethyst,ianyh,298,2023-06-11T21:05:00Z,Automatic tiling window manager for macOS à la xmonad.
33,Swift,SwifterSwift,12549,1550,Swift,https://github.com/SwifterSwift/SwifterSwift,SwifterSwift,20,2023-05-21T17:21:30Z,A handy collection of more than 500 native Swift extensions to boost your productivity.
34,Swift,Material,11964,1288,Swift,https://github.com/CosmicMind/Material,CosmicMind,30,2022-05-16T17:39:01Z,A UI/UX framework for creating beautiful applications.
35,Swift,SkeletonView,11916,1048,Swift,https://github.com/Juanpe/SkeletonView,Juanpe,50,2023-02-19T13:02:27Z,☠️ An elegant way to show users that something is happening and also prepare them to which contents they are awaiting
36,Swift,Eureka,11655,1340,Swift,https://github.com/xmartlabs/Eureka,xmartlabs,156,2023-05-26T14:19:36Z,Elegant iOS form builder in Swift
37,Swift,Mos,11527,445,Swift,https://github.com/Caldis/Mos,Caldis,209,2023-03-26T18:20:14Z,"一个用于在 macOS 上平滑你的鼠标滚动效果或单独设置滚动方向的小工具, 让你的滚轮爽如触控板  |  A lightweight tool used to smooth scrolling and set scroll direction independently for your mouse on macOS"
38,Swift,30DaysofSwift,11410,2085,Swift,https://github.com/allenwong/30DaysofSwift,allenwong,7,2022-05-21T17:40:30Z,A self-taught project to learn Swift.
39,Swift,firefox-ios,11407,2721,Swift,https://github.com/mozilla-mobile/firefox-ios,mozilla-mobile,953,2023-06-13T08:31:26Z,Firefox for iOS
40,Swift,animated-tab-bar,11067,1353,Swift,https://github.com/Ramotion/animated-tab-bar,Ramotion,9,2022-01-26T02:40:50Z,:octocat: RAMAnimatedTabBarController is a Swift UI module library for adding animation to iOS tabbar items and icons. iOS library made by @Ramotion
41,Swift,NVActivityIndicatorView,10388,1132,Swift,https://github.com/ninjaprox/NVActivityIndicatorView,ninjaprox,14,2023-02-28T13:51:00Z,A collection of awesome loading animations
42,Swift,folding-cell,10187,1168,Swift,https://github.com/Ramotion/folding-cell,Ramotion,8,2022-03-28T12:16:52Z,:octocat: 📃 FoldingCell is an expanding content cell with animation made by @Ramotion
43,Swift,pock,9999,376,Swift,https://github.com/pock/pock,pock,45,2022-11-12T18:15:22Z,Widgets manager for MacBook Touch Bar
44,Swift,Signal-iOS,9901,2755,Swift,https://github.com/signalapp/Signal-iOS,signalapp,67,2023-06-08T14:45:40Z,A private messenger for iOS.
45,Swift,mas,9879,256,Swift,https://github.com/mas-cli/mas,mas-cli,81,2023-05-31T09:16:52Z,:package: Mac App Store command line interface
46,Swift,AudioKit,9870,1502,Swift,https://github.com/AudioKit/AudioKit,AudioKit,10,2023-06-13T00:24:39Z,"Swift audio synthesis, processing, & analysis platform for iOS, macOS and tvOS"
47,Swift,Quick,9678,920,Swift,https://github.com/Quick/Quick,Quick,28,2023-06-12T15:41:04Z,The Swift (and Objective-C) testing framework.
48,Swift,CryptoSwift,9612,1132,Swift,https://github.com/krzyzanowskim/CryptoSwift,krzyzanowskim,0,2023-06-09T11:23:08Z,CryptoSwift is a growing collection of standard and secure cryptographic algorithms implemented in Swift
49,Swift,FlappySwift,9581,2670,Swift,https://github.com/fullstackio/FlappySwift,fullstackio,3,2023-04-29T03:44:50Z,swift implementation of flappy bird. More at fullstackedu.com
50,Swift,AltStore,9323,703,Swift,https://github.com/altstoreio/AltStore,altstoreio,336,2023-06-02T20:42:30Z,AltStore is an alternative app store for non-jailbroken iOS devices.
51,Swift,swift-package-manager,9286,1285,Swift,https://github.com/apple/swift-package-manager,apple,585,2023-06-12T23:41:44Z,The Package Manager for the Swift Programming Language
52,Swift,R.swift,9131,723,Swift,https://github.com/mac-cain13/R.swift,mac-cain13,56,2023-04-18T17:06:00Z,"Strong typed, autocompleted resources like images, fonts and segues in Swift projects"
53,Swift,ObjectMapper,9056,1019,Swift,https://github.com/tristanhimmelman/ObjectMapper,tristanhimmelman,45,2022-06-29T05:52:33Z,Simple JSON Object mapping written in Swift
54,Swift,SQLite.swift,8973,1478,Swift,https://github.com/stephencelis/SQLite.swift,stephencelis,93,2023-06-09T06:30:45Z,"A type-safe, Swift-language layer over SQLite3."
55,Swift,swift-composable-architecture,8890,951,Swift,https://github.com/pointfreeco/swift-composable-architecture,pointfreeco,7,2023-06-11T17:12:54Z,"A library for building applications in a consistent and understandable way, with composition, testing, and ergonomics in mind."
56,Swift,SwiftGen,8679,685,Swift,https://github.com/SwiftGen/SwiftGen,SwiftGen,83,2023-06-08T18:07:08Z,"The Swift code generator for your assets, storyboards, Localizable.strings, … — Get rid of all String-based APIs!"
57,Swift,IBAnimatable,8665,789,Swift,https://github.com/IBAnimatable/IBAnimatable,IBAnimatable,45,2023-02-21T11:14:59Z,"Design and prototype customized UI, interaction, navigation, transition and animation for App Store ready Apps in Interface Builder with IBAnimatable."
58,Swift,eul,8548,324,Swift,https://github.com/gao-sun/eul,gao-sun,61,2022-10-02T18:21:15Z,🖥️ macOS status monitoring app written in SwiftUI.
59,Swift,hidden,8479,239,Swift,https://github.com/dwarvesf/hidden,dwarvesf,82,2023-05-30T16:33:31Z,An ultra-light MacOS utility that helps hide menu bar icons
60,Swift,WWDC,8384,752,Swift,https://github.com/insidegui/WWDC,insidegui,34,2023-06-12T21:08:16Z,The unofficial WWDC app for macOS
61,Swift,ios-oss,8167,1215,Swift,https://github.com/kickstarter/ios-oss,kickstarter,1,2023-06-12T19:32:06Z,"Kickstarter for iOS. Bring new ideas to life, anywhere."
62,Swift,LTMorphingLabel,7911,796,Swift,https://github.com/lexrus/LTMorphingLabel,lexrus,24,2021-08-10T06:21:45Z,[EXPERIMENTAL] Graceful morphing effects for UILabel written in Swift.
63,Swift,Maccy,7851,349,Swift,https://github.com/p0deje/Maccy,p0deje,29,2023-06-05T02:25:01Z,Lightweight clipboard manager for macOS
64,Swift,Reachability.swift,7781,916,Swift,https://github.com/ashleymills/Reachability.swift,ashleymills,76,2023-04-03T19:10:40Z,Replacement for Apple's Reachability re-written in Swift with closures
65,Swift,Starscream,7758,1091,Swift,https://github.com/daltoniam/Starscream,daltoniam,132,2023-03-03T08:34:25Z,Websockets in swift for iOS and OSX
66,Swift,Swift-30-Projects,7683,1784,Swift,https://github.com/soapyigu/Swift-30-Projects,soapyigu,3,2023-06-07T19:22:26Z,30 mini Swift Apps for self-study
67,Swift,gitignore.io,7665,620,Swift,https://github.com/toptal/gitignore.io,toptal,7,2023-04-28T01:55:08Z,Create useful .gitignore files for your project
68,Swift,Awesome-ARKit,7626,907,Swift,https://github.com/olucurious/Awesome-ARKit,olucurious,4,2023-02-16T22:37:47Z,A curated list of awesome ARKit projects and resources. Feel free to contribute!
69,Swift,Kitura,7592,503,Swift,https://github.com/Kitura/Kitura,Kitura,77,2022-10-07T05:43:45Z,A Swift web framework and HTTP server.
70,Swift,alt-tab-macos,7563,229,Swift,https://github.com/lwouis/alt-tab-macos,lwouis,61,2023-06-09T07:22:44Z,Windows alt-tab on macOS 
71,Swift,Lona,7522,268,Swift,https://github.com/Lona/Lona,Lona,18,2023-01-04T21:40:53Z,"A tool for defining design systems and using them to generate cross-platform UI code, Sketch files, and other artifacts."
72,Swift,facebook-ios-sdk,7448,3410,Swift,https://github.com/facebook/facebook-ios-sdk,facebook,68,2023-06-12T18:25:24Z,Used to integrate the Facebook Platform with your iOS & tvOS apps.
73,Swift,KeychainAccess,7412,742,Swift,https://github.com/kishikawakatsumi/KeychainAccess,kishikawakatsumi,41,2023-05-12T09:51:18Z,"Simple Swift wrapper for Keychain that works on iOS, watchOS, tvOS and macOS."
74,Swift,Nuke,7410,477,Swift,https://github.com/kean/Nuke,kean,2,2023-06-02T12:27:19Z,Image loading system
75,Swift,ReSwift,7393,514,Swift,https://github.com/ReSwift/ReSwift,ReSwift,42,2023-05-16T06:52:54Z,Unidirectional Data Flow in Swift - Inspired by Redux
76,Swift,swift-nio,7392,606,Swift,https://github.com/apple/swift-nio,apple,139,2023-06-06T18:04:05Z,"Event-driven network application framework for high performance protocol servers & clients, non-blocking."
77,Swift,JTAppleCalendar,7363,757,Swift,https://github.com/patchthecode/JTAppleCalendar,patchthecode,85,2023-06-07T16:58:27Z,The Unofficial Apple iOS Swift Calendar View. Swift calendar Library. iOS calendar Control. 100% Customizable
78,Swift,SwiftDate,7353,731,Swift,https://github.com/malcommac/SwiftDate,malcommac,63,2023-05-09T08:56:46Z,"🐔 Toolkit to parse, validate, manipulate, compare and display dates, time & timezones in Swift."
79,Swift,Cartography,7343,545,Swift,https://github.com/robb/Cartography,robb,60,2023-06-03T07:40:01Z,A declarative Auto Layout DSL for Swift :iphone::triangular_ruler:
80,Swift,DevToysMac,7295,241,Swift,https://github.com/ObuchiYuki/DevToysMac,ObuchiYuki,56,2023-03-22T08:51:03Z,DevToys For mac
81,Swift,Sourcery,7149,581,Swift,https://github.com/krzysztofzablocki/Sourcery,krzysztofzablocki,83,2023-05-15T08:41:21Z,"Meta-programming for Swift, stop writing boilerplate code."
82,Swift,Dozer,7077,230,Swift,https://github.com/Mortennn/Dozer,Mortennn,77,2022-11-01T15:08:10Z,Hide menu bar icons on macOS
83,Swift,ViewAnimator,6988,484,Swift,https://github.com/marcosgriselli/ViewAnimator,marcosgriselli,6,2022-10-05T23:49:31Z,ViewAnimator brings your UI to life with just one line
84,Swift,NetNewsWire,6895,464,Swift,https://github.com/Ranchero-Software/NetNewsWire,Ranchero-Software,551,2023-06-13T05:20:32Z,RSS reader for macOS and iOS.
85,Swift,XLPagerTabStrip,6854,1306,Swift,https://github.com/xmartlabs/XLPagerTabStrip,xmartlabs,276,2023-03-17T21:21:10Z,Android PagerTabStrip for iOS.
86,Swift,Gifski,6841,275,Swift,https://github.com/sindresorhus/Gifski,sindresorhus,28,2023-05-07T19:07:59Z,🌈 Convert videos to high-quality GIFs on your Mac
87,Swift,SwiftMessages,6828,731,Swift,https://github.com/SwiftKickMobile/SwiftMessages,SwiftKickMobile,30,2023-06-06T18:58:46Z,A very flexible message bar for iOS written in Swift.
88,Swift,Clipy,6806,564,Swift,https://github.com/Clipy/Clipy,Clipy,195,2023-01-30T13:08:06Z,Clipboard extension app for macOS.
89,Swift,FSPagerView,6796,908,Swift,https://github.com/WenchaoD/FSPagerView,WenchaoD,141,2022-06-29T02:40:06Z,FSPagerView is an elegant Screen Slide Library. It is extremely helpful for making Banner View、Product Show、Welcome/Guide Pages、Screen/ViewController Sliders.
90,Swift,SwiftFormat,6733,564,Swift,https://github.com/nicklockwood/SwiftFormat,nicklockwood,217,2023-06-09T19:31:04Z,A command-line tool and Xcode Extension for formatting Swift code
91,Swift,About-SwiftUI,6689,664,Swift,https://github.com/Juanpe/About-SwiftUI,Juanpe,0,2022-10-28T15:59:18Z,"Gathering all info published, both by Apple and by others, about new framework SwiftUI. "
92,Swift,openhaystack,6573,362,Swift,https://github.com/seemoo-lab/openhaystack,seemoo-lab,98,2023-04-21T07:56:04Z,Build your own 'AirTags' 🏷 today! Framework for tracking personal Bluetooth devices via Apple's massive Find My network.
93,Swift,AlDente-Charge-Limiter,6542,251,Swift,https://github.com/davidwernhart/AlDente-Charge-Limiter,davidwernhart,71,2023-05-30T13:15:02Z,macOS tool to limit maximum charging percentage
94,Swift,vimr,6332,207,Swift,https://github.com/qvacua/vimr,qvacua,283,2023-04-28T19:29:23Z,VimR — Neovim GUI for macOS in Swift
95,Swift,SwiftyStoreKit,6281,766,Swift,https://github.com/bizz84/SwiftyStoreKit,bizz84,164,2023-04-13T18:51:05Z,"Lightweight In App Purchases Swift framework for iOS 8.0+, tvOS 9.0+ and macOS 10.10+ ⛺"
96,Swift,MovieSwiftUI,6264,611,Swift,https://github.com/Dimillian/MovieSwiftUI,Dimillian,4,2023-05-04T08:42:08Z,SwiftUI & Combine app using MovieDB API. With a custom Flux (Redux) implementation.
97,Swift,SwiftEntryKit,6241,566,Swift,https://github.com/huri000/SwiftEntryKit,huri000,55,2023-04-11T01:35:11Z,SwiftEntryKit is a presentation library for iOS. It can be used to easily display overlays within your iOS apps.
98,Swift,XcodeGen,6164,768,Swift,https://github.com/yonaskolb/XcodeGen,yonaskolb,282,2023-05-21T02:58:03Z,A Swift command line tool for generating your Xcode project
99,Swift,iOS-Developer-Roadmap,6160,1353,Swift,https://github.com/BohdanOrlov/iOS-Developer-Roadmap,BohdanOrlov,6,2022-09-06T10:37:08Z,Roadmap to becoming an iOS developer in 2018.
100,Swift,AMScrollingNavbar,6076,634,Swift,https://github.com/andreamazz/AMScrollingNavbar,andreamazz,39,2023-04-13T02:27:58Z,Scrollable UINavigationBar that follows the scrolling of a UIScrollView
1,TeX,deeplearningbook-chinese,33842,9091,TeX,https://github.com/exacity/deeplearningbook-chinese,exacity,62,2019-12-03T04:25:44Z,Deep Learning Book Chinese Translation
2,TeX,libpku,28943,8255,TeX,https://github.com/lib-pku/libpku,lib-pku,10,2022-01-05T04:09:27Z,贵校课程资料民间整理
3,TeX,awesome-deep-learning-papers,24529,4509,TeX,https://github.com/terryum/awesome-deep-learning-papers,terryum,15,2020-08-27T13:43:48Z,The most cited deep learning papers
4,TeX,PlotNeuralNet,19592,2643,TeX,https://github.com/HarisIqbal88/PlotNeuralNet,HarisIqbal88,60,2023-04-07T02:11:24Z,Latex code for making neural networks diagrams
5,TeX,Awesome-CV,19386,4415,TeX,https://github.com/posquit0/Awesome-CV,posquit0,116,2023-05-31T13:26:23Z,:page_facing_up: Awesome CV is LaTeX template for your outstanding job application
6,TeX,conv_arithmetic,13061,2208,TeX,https://github.com/vdumoulin/conv_arithmetic,vdumoulin,6,2023-06-08T21:06:47Z,A technical report on convolution arithmetic in the context of deep learning
7,TeX,tensorflow-zh,12294,4260,TeX,https://github.com/jikexueyuanwiki/tensorflow-zh,jikexueyuanwiki,27,2019-08-04T08:55:50Z,谷歌全新开源人工智能系统TensorFlow官方文档中文版
8,TeX,leetcode,10970,3472,TeX,https://github.com/soulmachine/leetcode,soulmachine,41,2022-08-25T08:28:57Z,LeetCode题解，151道题完整版。广告：推荐刷题网站 https://www.lintcode.com/?utm_source=soulmachine
9,TeX,os01,10811,676,TeX,https://github.com/tuhdo/os01,tuhdo,49,2022-07-28T21:34:41Z,Bootstrap yourself to write an OS from scratch. A book for self-learner.
10,TeX,milewski-ctfp-pdf,10215,544,TeX,https://github.com/hmemcpy/milewski-ctfp-pdf,hmemcpy,42,2023-05-21T13:09:13Z,Bartosz Milewski's 'Category Theory for Programmers' unofficial PDF and LaTeX source
11,TeX,resume,7451,2311,TeX,https://github.com/billryan/resume,billryan,16,2023-04-30T10:09:49Z,An elegant \LaTeX\ résumé template. 大陆镜像 https://gods.coding.net/p/resume/git
12,TeX,lkmpg,6128,366,TeX,https://github.com/sysprog21/lkmpg,sysprog21,14,2023-05-02T03:01:01Z,The Linux Kernel Module Programming Guide (updated for 5.x kernels)
13,TeX,mtheme,5909,794,TeX,https://github.com/matze/mtheme,matze,77,2022-11-23T10:26:55Z,A modern LaTeX Beamer theme
14,TeX,machine-learning-cheat-sheet,5782,1096,TeX,https://github.com/soulmachine/machine-learning-cheat-sheet,soulmachine,9,2021-11-11T12:35:34Z,Classical equations and diagrams in machine learning
15,TeX,AlgoXY,5766,722,TeX,https://github.com/liuxinyu95/AlgoXY,liuxinyu95,0,2023-06-13T08:15:52Z,Book of Elementary Algorithms and Data structures
16,TeX,MathModel,5688,1841,TeX,https://github.com/zhanwen/MathModel,zhanwen,16,2023-06-07T14:06:09Z,研究生数学建模，本科生数学建模、数学建模竞赛优秀论文，数学建模算法，LaTeX论文模板，算法思维导图，参考书籍，Matlab软件教程，PPT
17,TeX,draft,5229,722,TeX,https://github.com/cplusplus/draft,cplusplus,586,2023-06-13T06:22:33Z,C++ standards drafts
18,TeX,pandoc-latex-template,5176,889,TeX,https://github.com/Wandmalfarbe/pandoc-latex-template,Wandmalfarbe,80,2023-06-07T05:54:55Z,A pandoc LaTeX template to convert markdown files to PDF or LaTeX.
19,TeX,cheatsheets,5031,1589,TeX,https://github.com/rstudio/cheatsheets,rstudio,24,2023-06-01T23:01:11Z,Posit Cheat Sheets - Can also be found at https://posit.co/resources/cheatsheets/.
20,TeX,awesome-NeRF,4869,491,TeX,https://github.com/awesome-NeRF/awesome-NeRF,awesome-NeRF,1,2023-06-12T19:02:53Z,A curated list of awesome neural radiance fields papers
21,TeX,gt-nlp-class,4742,1046,TeX,https://github.com/jacobeisenstein/gt-nlp-class,jacobeisenstein,1,2023-01-31T05:37:16Z,"Course materials for Georgia Tech CS 4650 and 7650, ""Natural Language"""
22,TeX,vimtex,4617,373,TeX,https://github.com/lervag/vimtex,lervag,6,2023-06-13T06:08:41Z,VimTeX: A modern Vim and neovim filetype plugin for LaTeX files.
